,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated_Duration,BounceRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep
259,0,0.0,1,0.0,188.0,0.0,0.0,0.0,2,2,1,8,Other,False,False,0,0,0,0,1,0,0,0,0
260,3,51.0,0,0.0,527.375,0.015555556,0.0,0.0,Other,1,Other,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
262,1,158.0,1,64.0,1916.761905,0.006451613,8.772473118,0.0,2,2,3,2,Returning_Visitor,True,True,0,0,0,0,1,0,0,0,0
263,0,0.0,0,0.0,116.3333333,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
264,0,0.0,0,0.0,397.0,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
265,0,0.0,0,0.0,5220.083333,0.0,51.46331148,0.0,2,5,3,1,Returning_Visitor,True,True,0,0,0,0,1,0,0,0,0
266,0,0.0,0,0.0,219.3333333,0.0,0.0,0.0,Other,8,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
267,0,0.0,0,0.0,74.0,0.0,0.0,0.0,2,2,1,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
268,0,0.0,0,0.0,1559.6,0.0,0.0,0.0,2,4,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
269,0,0.0,0,0.0,236.5,0.0,0.0,0.0,Other,1,1,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
270,1,10.0,0,0.0,348.6666667,0.035714286,0.0,0.0,Other,2,1,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
272,1,28.0,1,47.0,224.5,0.0,0.0,0.0,Other,1,1,8,Other,False,False,0,0,0,0,1,0,0,0,0
273,4,27.0,0,0.0,601.7666667,0.0,0.0,0.0,2,5,3,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
274,0,0.0,0,0.0,75.5,0.02,0.0,0.0,Other,1,Other,9,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
275,0,0.0,0,0.0,153.0,0.0,0.0,0.0,2,5,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
276,4,15.0,0,0.0,197.2,0.0,38.99,0.0,Other,1,1,3,Returning_Visitor,True,True,0,0,0,0,1,0,0,0,0
277,0,0.0,0,0.0,3658.5,0.016666667,0.0,0.0,Other,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
278,0,0.0,0,0.0,1162.5,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
279,0,0.0,0,0.0,556.6,0.014583333,0.0,0.0,2,2,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
280,0,0.0,0,0.0,41.0,0.0,0.0,0.0,2,2,1,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
281,0,0.0,0,0.0,300.0714286,0.0,53.9892,0.0,2,2,1,11,Returning_Visitor,True,True,0,0,0,0,1,0,0,0,0
283,0,0.0,0,0.0,69.25,0.0,0.0,0.0,2,2,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
285,0,0.0,0,0.0,402.0,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
287,0,0.0,0,0.0,3324.333333,0.011428571,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
289,0,0.0,0,0.0,59.0,0.0,0.0,0.0,Other,1,1,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
290,1,11.0,0,0.0,1059.253472,0.010588235,0.0,0.0,Other,2,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
291,2,20.0,0,0.0,720.0,0.0,0.0,0.0,2,2,3,6,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
292,0,0.0,0,0.0,905.4856061,0.0135,0.0,0.0,Other,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
294,2,8.0,1,14.33333333,603.6666667,0.0,44.67925,0.0,2,2,1,7,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
295,0,0.0,0,0.0,328.9166667,0.0,59.79014286,0.0,Other,2,1,3,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
296,0,0.0,0,0.0,778.8166667,0.0,0.0,0.0,2,5,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
297,4,171.25,0,0.0,851.5595238,0.004545455,0.0,0.0,Other,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
299,0,0.0,0,0.0,227.5,0.0,0.0,0.0,2,2,1,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
301,0,0.0,0,0.0,872.8333333,0.0,0.0,0.0,2,2,Other,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
303,0,0.0,0,0.0,835.0666667,0.012571429,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
304,0,0.0,0,0.0,82.5,0.0,0.0,0.0,Other,2,1,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
305,0,0.0,1,0.0,13.0,0.0,0.0,0.0,Other,2,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
306,0,0.0,0,0.0,9.0,0.0,0.0,0.0,2,2,1,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
307,0,0.0,0,0.0,7.0,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
308,0,0.0,0,0.0,94.5,0.033333333,0.0,0.0,Other,2,Other,11,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
309,5,86.0,0,0.0,267.3,0.0,0.0,0.0,Other,1,Other,9,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
310,0,0.0,0,0.0,3312.5,0.013793103,0.0,0.0,2,2,1,13,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
311,0,0.0,0,0.0,75.0,0.0,0.0,0.0,2,5,1,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
313,0,0.0,1,24.0,1547.5,0.003703704,0.0,0.0,Other,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
314,7,186.9761905,2,40.0,1276.157071,0.0,0.0,0.0,Other,1,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
315,3,138.0,2,136.0,2631.1,0.0,0.0,0.0,Other,2,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
316,0,0.0,0,0.0,96.0,0.0,0.0,0.0,Other,1,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
318,2,61.0,0,0.0,97.0,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
319,1,14.0,0,0.0,1380.166667,0.0,0.0,0.0,Other,1,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
320,1,38.0,0,0.0,1483.6,0.022916667,7.103020833,0.0,Other,2,Other,1,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
321,0,0.0,0,0.0,156.0,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
322,0,0.0,0,0.0,240.75,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
323,2,96.0,0,0.0,1238.5,0.005128205,0.0,0.0,2,2,1,2,Other,False,False,0,0,0,0,1,0,0,0,0
325,4,111.0,0,0.0,54.0,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
326,2,147.0,0,0.0,35.0,0.0,0.0,0.0,2,2,1,2,Other,False,False,0,0,0,0,1,0,0,0,0
327,0,0.0,0,0.0,175.9166667,0.013333333,0.0,0.0,Other,1,1,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
328,3,53.16666667,0,0.0,263.6,0.0,0.0,0.0,Other,2,1,9,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
329,2,58.0,0,0.0,101.8,0.0,0.0,0.0,Other,2,Other,2,Other,False,False,0,0,0,0,1,0,0,0,0
331,3,48.5,0,0.0,1042.242857,0.0,0.0,0.0,Other,2,1,2,Other,False,False,0,0,0,0,1,0,0,0,0
332,1,21.0,3,116.0,613.6666667,0.008333333,0.0,0.0,Other,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
333,4,115.3333333,0,0.0,1588.944444,0.003076923,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
334,0,0.0,1,929.0,4105.666667,0.002631579,0.0,0.0,2,2,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
335,1,8.0,0,0.0,269.5,0.0,0.0,0.0,2,2,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
336,1,32.28571429,0,0.0,1236.2,0.0,0.0,0.0,Other,2,1,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
337,0,0.0,0,0.0,1384.016667,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
338,0,0.0,0,0.0,52.0,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
339,1,11.0,0,0.0,664.75,0.0,0.0,0.0,Other,2,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
340,0,0.0,0,0.0,64.0,0.0,0.0,0.0,2,2,1,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
343,0,0.0,0,0.0,1690.977778,0.008,0.0,0.0,Other,1,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
346,0,0.0,0,0.0,407.0,0.0,0.0,0.0,2,2,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
348,3,64.0,0,0.0,832.0909091,0.0,0.0,0.0,2,10,1,3,Other,False,False,0,0,0,0,1,0,0,0,0
349,1,25.5,0,0.0,250.8333333,0.0,0.0,0.0,Other,2,Other,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
350,2,64.0,0,0.0,565.6666667,0.0,0.0,0.0,2,2,1,1,Other,False,False,0,0,0,0,1,0,0,0,0
351,0,0.0,0,0.0,194.0,0.02,0.0,0.0,2,5,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
352,8,130.0,1,18.0,298.0,0.0,19.66818546,0.0,2,2,3,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
353,9,79.0,1,155.5,1743.066667,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
354,3,84.0,0,0.0,655.9166667,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
355,0,0.0,1,9.0,1992.833333,0.0,9.227000967,0.0,2,4,1,3,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
357,0,0.0,0,0.0,308.8635531,0.0,0.0,0.0,2,6,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
358,3,41.0,0,0.0,2749.666667,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
360,0,0.0,0,0.0,812.0,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
361,0,0.0,0,0.0,166.0,0.028571429,0.0,0.0,2,2,1,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
362,1,14.0,0,0.0,65.0,0.0,0.0,0.0,2,4,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
363,4,86.0,0,0.0,2450.688095,0.027083333,0.0,0.0,Other,1,3,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
364,0,0.0,0,0.0,226.8333333,0.0,0.0,0.0,Other,1,1,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
366,0,0.0,0,0.0,226.0,0.0,0.0,0.0,2,2,Other,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
367,1,11.88888889,0,0.0,3510.879903,9.83e-05,12.01656549,0.0,Other,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
368,5,51.5,0,0.0,6.0,0.0,0.0,0.0,2,5,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
369,2,7.0,0,0.0,559.4,0.014814815,0.0,0.0,2,4,Other,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
371,0,0.0,0,0.0,239.0,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
372,2,44.5,0,0.0,212.1666667,0.0,0.0,0.0,Other,2,1,8,Other,True,False,0,0,0,0,1,0,0,0,0
373,1,3.0,14,1165.166667,2820.952419,0.008897485,0.0,0.0,2,2,3,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
375,0,0.0,0,0.0,781.0,0.028571429,0.0,0.0,Other,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
376,4,61.0,0,0.0,175.6666667,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
377,3,90.0,0,0.0,397.8846154,0.005333333,0.0,0.0,2,2,1,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
378,0,0.0,0,0.0,770.0285714,0.0112,0.0,0.0,Other,2,Other,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
379,2,102.5,3,60.0,1034.975,0.0,16.14384,0.0,Other,1,Other,2,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
380,0,0.0,0,0.0,12.0,0.0,0.0,0.0,Other,1,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
382,1,17.0,0,0.0,399.8,0.019047619,0.0,0.0,Other,5,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
385,0,0.0,0,0.0,254.0,0.0,0.0,0.0,Other,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
386,0,0.0,0,0.0,67.0,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
387,0,0.0,0,0.0,57.0,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
388,0,0.0,0,0.0,240.4166667,0.0,0.0,0.0,Other,2,1,6,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
389,0,0.0,0,0.0,551.1666667,0.025,0.0,0.0,Other,2,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
390,6,71.5,0,0.0,1532.2,0.009929078,27.26888014,0.0,2,2,1,1,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
392,1,6.0,0,0.0,548.1857143,0.028571429,0.0,0.0,Other,2,3,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
394,0,0.0,0,0.0,103.0,0.0,0.0,0.0,Other,1,1,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
395,7,151.0,0,0.0,1406.1,0.004081633,0.0,0.0,Other,1,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
396,3,199.75,0,0.0,331.4,0.0,0.0,0.0,Other,2,Other,10,Other,False,False,0,0,0,0,1,0,0,0,0
397,1,13.5,1,28.0,1759.275703,0.004545455,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
399,7,191.2,4,654.3333333,1204.600433,0.000854701,11.92009615,0.0,2,2,Other,2,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
400,2,47.0,0,0.0,1743.366667,0.0,78.93483561,0.0,Other,3,Other,1,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
401,0,0.0,0,0.0,236.0,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
402,5,197.0,4,246.0,427.0833333,0.0,0.0,0.0,Other,1,3,2,Other,False,False,0,0,0,0,1,0,0,0,0
403,3,115.125,0,0.0,909.522619,0.004255319,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
405,0,0.0,0,0.0,962.3333333,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
407,0,0.0,0,0.0,24.0,0.0,0.0,0.0,2,6,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
409,3,66.33333333,0,0.0,424.8333333,0.0,0.0,0.0,2,2,Other,6,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
410,0,0.0,0,0.0,154.8333333,0.0,0.0,0.0,2,4,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
411,2,190.0,1,0.0,758.4428571,0.0,0.0,0.0,Other,1,Other,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
412,4,174.0,1,18.5,305.875,0.0,0.0,0.0,Other,2,3,8,Other,True,False,0,0,0,0,1,0,0,0,0
414,1,23.0,0,0.0,656.25,0.028571429,0.0,0.0,Other,1,Other,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
415,0,0.0,0,0.0,617.5,0.006896552,0.0,0.0,2,2,3,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
416,0,0.0,2,39.0,245.0,0.0,11.9955404,0.0,2,2,1,3,Returning_Visitor,True,True,0,0,0,0,1,0,0,0,0
417,0,0.0,0,0.0,20.0,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
419,0,0.0,0,0.0,22.0,0.0,0.0,0.0,Other,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
420,1,26.0,1,0.0,872.4,0.003508772,0.0,0.0,2,5,1,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
422,0,0.0,0,0.0,1372.0,0.005405405,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
423,2,41.0,0,0.0,139.0,0.022222222,0.0,0.0,2,5,Other,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
424,4,74.0,2,629.0,5042.458059,0.003870968,18.36804916,0.0,2,2,1,2,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
425,0,0.0,0,0.0,288.5,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
427,0,0.0,0,0.0,192.0,0.0,0.0,0.0,2,10,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
428,0,0.0,0,0.0,954.6666667,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
430,2,74.0,0,0.0,429.0,0.013333333,0.0,0.0,2,4,3,6,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
431,0,0.0,0,0.0,1546.5,0.0,0.0,0.0,Other,2,1,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
432,2,45.0,0,0.0,96.46666667,0.0,0.0,0.0,2,2,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
433,2,112.0,0,0.0,198.8333333,0.0,0.0,0.0,Other,2,3,2,Other,True,False,0,0,0,0,1,0,0,0,0
435,2,37.0,0,0.0,208.5,0.0,0.0,0.0,2,2,3,2,Other,True,False,0,0,0,0,1,0,0,0,0
436,0,0.0,0,0.0,517.4238095,0.019047619,0.0,0.0,2,5,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
437,0,0.0,0,0.0,358.0666667,0.0,0.0,0.0,Other,3,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
438,1,5.5,0,0.0,339.25,0.0,0.0,0.0,2,2,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
439,3,50.0,0,0.0,796.0,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
440,0,0.0,0,0.0,1759.416667,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
441,2,26.0,0,0.0,3277.0,0.015789474,0.0,0.0,2,2,Other,6,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
442,0,0.0,0,0.0,265.1666667,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
443,5,113.5,0,0.0,437.2,0.0,0.0,0.0,Other,8,Other,11,Other,False,False,0,0,0,0,1,0,0,0,0
444,0,0.0,0,0.0,92.0,0.0,0.0,0.0,Other,1,3,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
447,3,55.0,2,4.0,19.0,0.0,0.0,0.0,Other,1,Other,2,Other,False,False,0,0,0,0,1,0,0,0,0
448,6,112.5,0,0.0,1882.113409,0.004,17.527656,0.0,Other,1,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
449,1,17.0,0,0.0,616.4,0.0,0.0,0.0,Other,1,3,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
450,0,0.0,0,0.0,155.0,0.04,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
451,0,0.0,0,0.0,814.5,0.0,0.0,0.0,Other,1,1,2,Other,False,False,0,0,0,0,1,0,0,0,0
452,0,0.0,0,0.0,460.4166667,0.019047619,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
453,0,0.0,0,0.0,819.5,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
454,1,8.5,0,0.0,659.2,0.0,0.0,0.0,2,2,3,3,Other,True,False,0,0,0,0,1,0,0,0,0
455,0,0.0,0,0.0,427.0,0.0,0.0,0.0,Other,3,3,9,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
457,0,0.0,0,0.0,766.5,0.0,61.9395,0.0,2,2,1,2,Other,True,True,0,0,0,0,1,0,0,0,0
459,0,0.0,0,0.0,2425.0,0.0,0.0,0.0,2,2,1,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
461,0,0.0,0,0.0,638.6428571,0.003571429,0.0,0.0,Other,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
462,0,0.0,1,132.0,445.0,0.0,0.0,0.0,Other,2,Other,14,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
463,0,0.0,0,0.0,81.0,0.0,0.0,0.0,2,2,3,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
464,0,0.0,0,0.0,1985.0,0.03,0.0,0.0,Other,1,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
465,5,97.5,0,0.0,758.1444444,0.04,0.0,0.0,Other,2,Other,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
466,7,182.0833333,0,0.0,310.9,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
467,3,97.0,0,0.0,482.0,0.0125,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
469,3,34.83333333,0,0.0,709.8333333,0.026666667,0.0,0.0,Other,1,Other,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
470,0,0.0,3,57.0,4547.166667,0.012903226,8.682741935,0.0,2,4,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
473,0,0.0,2,14.0,687.5,0.020512821,0.0,0.0,Other,2,1,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
474,0,0.0,0,0.0,632.5833333,0.0,0.0,0.0,2,5,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
475,1,77.0,0,0.0,312.0,0.0,0.0,0.0,Other,1,3,3,Other,True,False,0,0,0,0,1,0,0,0,0
476,3,107.0,0,0.0,2502.966667,0.0,9.702113281,0.0,2,4,1,2,Other,True,False,0,0,0,0,1,0,0,0,0
480,1,0.0,0,0.0,2487.5,0.017105263,0.0,0.0,2,2,1,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
481,0,0.0,0,0.0,212.8,0.019047619,0.0,0.0,Other,1,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
482,2,11.0,0,0.0,510.0,0.013636364,0.0,0.0,Other,1,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
484,2,47.66666667,0,0.0,72.33333333,0.0,0.0,0.0,Other,1,Other,2,Other,False,False,0,0,0,0,1,0,0,0,0
485,0,0.0,0,0.0,96.5,0.030769231,0.0,0.0,2,6,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
486,0,0.0,0,0.0,267.0,0.0,0.0,0.0,2,2,3,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
487,0,0.0,0,0.0,481.1666667,0.0,0.0,0.0,2,2,Other,7,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
488,0,0.0,0,0.0,2528.0,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
489,2,30.0,1,148.5,1530.194444,0.007407407,10.10222222,0.0,Other,1,1,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
490,0,0.0,0,0.0,289.5,0.0,0.0,0.0,Other,1,1,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
491,0,0.0,0,0.0,10.0,0.0,0.0,0.0,Other,2,3,9,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
492,0,0.0,0,0.0,676.75,0.014285714,0.0,0.0,Other,2,1,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
494,2,25.0,0,0.0,65.0,0.0,0.0,0.0,2,2,1,2,Other,True,False,0,0,0,0,1,0,0,0,0
495,0,0.0,0,0.0,630.75,0.0,0.0,0.0,Other,2,1,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
497,0,0.0,0,0.0,77.0,0.0,0.0,0.0,2,4,1,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
498,5,59.0,0,0.0,44.66666667,0.0,0.0,0.0,2,4,Other,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
500,0,0.0,0,0.0,322.5,0.04,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
501,0,0.0,0,0.0,919.0,0.0,0.0,0.0,2,6,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
503,4,100.3,0,0.0,2868.133333,0.011428571,9.162351243,0.0,Other,2,1,1,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
504,1,23.0,0,0.0,1058.893939,0.0,1.865777778,0.0,2,2,3,13,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
505,6,53.38095238,0,0.0,54.38095238,0.0,0.0,0.0,2,2,Other,2,Other,True,False,0,0,0,0,1,0,0,0,0
506,2,8.0,0,0.0,543.5,0.007692308,0.0,0.0,2,2,3,13,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
507,0,0.0,0,0.0,1089.0,0.006896552,0.0,0.0,Other,6,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
508,1,0.0,1,60.0,1131.808333,0.028787879,0.0,0.0,Other,1,1,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
